{00020430-0000-0000-C000-000000000046},2,0
{4AC9E1DA-5BAD-4AC7-86E3-24F4CDCECA28},12,0
{2A75196C-D9EB-4129-B803-931327F72D5C},2,8
{00020813-0000-0000-C000-000000000046},1,6
{420B2830-E718-11CF-893D-00A0C9054228},1,0
{00000600-0000-0010-8000-00AA006D2EA4},2,8
